added_route_id,trip_id
214,41951331
216,41951331
214,41951418
216,41951418
214,41951440
216,41951440
214,41951442
216,41951442
214,41951637
216,41951637
214,41951641
216,41951641
214,41951658
216,41951658
214,41951659
216,41951659
214,41951661
216,41951661
214,41951672
216,41951672
214,41951681
216,41951681
214,41951692
216,41951692
214,41951694
216,41951694
214,41951697
216,41951697
214,41951701
216,41951701
214,41951773
216,41951773
214,41951775
216,41951775
214,41951777
216,41951777
214,41951781
216,41951781
214,41951782
216,41951782
214,41951784
216,41951784
214,41951786
216,41951786
214,41951790
216,41951790
214,41951792
216,41951792
214,41951794
216,41951794
214,41951881
216,41951881
214,41951903
216,41951903
214,41951905
216,41951905
214,41954513
216,41954513
214,41954536
216,41954536
214,41954537
216,41954537
214,41954538
216,41954538
214,41954539
216,41954539
214,41954540
216,41954540
214,41954541
216,41954541
214,41954542
216,41954542
214,41954543
216,41954543
214,41954566
216,41954566
214,41954567
216,41954567
214,41954579
216,41954579
214,41954600
216,41954600
24,42123378
27,42123378
24,42123380
27,42123380
24,42123382
27,42123382
24,42123384
27,42123384
24,42123386
27,42123386
24,42123388
27,42123388
24,42141099
27,42141099
24,42141100
27,42141100
24,42141101
27,42141101
24,42141102
27,42141102
24,42141103
27,42141103
24,42141104
27,42141104
24,42141105
27,42141105
24,42141106
27,42141106
24,42141107
27,42141107
24,42141108
27,42141108
24,42141109
27,42141109
24,42141110
27,42141110
24,42141111
27,42141111
24,42141112
27,42141112
24,42141113
27,42141113
24,42141114
27,42141114
24,42141115
27,42141115
24,42141116
27,42141116
24,42141117
27,42141117
24,42141311
27,42141311
24,42141313
27,42141313
24,42141315
27,42141315
24,42141317
27,42141317
24,42141319
27,42141319
24,42141321
27,42141321
24,42141323
27,42141323
24,42127352
27,42127352
24,42127541
27,42127541
24,42127674
27,42127674
24,42127675
27,42127675
24,42127676
27,42127676
24,42127677
27,42127677
24,42127678
27,42127678
24,42127679
27,42127679
24,42127680
27,42127680
24,42127681
27,42127681
24,42127682
27,42127682
24,42127683
27,42127683
24,42128222
27,42128222
24,42128411
27,42128411
24,42128544
27,42128544
24,42128545
27,42128545
24,42128546
27,42128546
24,42128547
27,42128547
24,42128548
27,42128548
24,42128549
27,42128549
24,42128550
27,42128550
24,42128551
27,42128551
24,42128552
27,42128552
24,42128553
27,42128553
24,42158052
27,42158052
24,42158054
27,42158054
24,42158056
27,42158056
24,42158058
27,42158058
24,42158060
27,42158060
24,42158062
27,42158062
24,42123377
27,42123377
24,42123379
27,42123379
24,42123381
27,42123381
24,42123383
27,42123383
24,42123385
27,42123385
24,42123387
27,42123387
24,42141077
27,42141077
24,42141078
27,42141078
24,42141079
27,42141079
24,42141080
27,42141080
24,42141081
27,42141081
24,42141082
27,42141082
24,42141083
27,42141083
24,42141084
27,42141084
24,42141085
27,42141085
24,42141086
27,42141086
24,42141087
27,42141087
24,42141088
27,42141088
24,42141090
27,42141090
24,42141091
27,42141091
24,42141092
27,42141092
24,42141093
27,42141093
24,42141094
27,42141094
24,42141095
27,42141095
24,42141096
27,42141096
24,42141097
27,42141097
24,42141312
27,42141312
24,42141314
27,42141314
24,42141316
27,42141316
24,42141318
27,42141318
24,42141320
27,42141320
24,42141322
27,42141322
24,42141098
27,42141098
24,42127391
27,42127391
24,42127663
27,42127663
24,42127664
27,42127664
24,42127665
27,42127665
24,42127666
27,42127666
24,42127667
27,42127667
24,42127668
27,42127668
24,42127669
27,42127669
24,42127670
27,42127670
24,42127671
27,42127671
24,42127672
27,42127672
24,42127673
27,42127673
24,42128261
27,42128261
24,42128533
27,42128533
24,42128534
27,42128534
24,42128535
27,42128535
24,42128536
27,42128536
24,42128537
27,42128537
24,42128538
27,42128538
24,42128539
27,42128539
24,42128540
27,42128540
24,42128541
27,42128541
24,42128542
27,42128542
24,42128543
27,42128543
24,42158051
27,42158051
24,42158053
27,42158053
24,42158055
27,42158055
24,42158057
27,42158057
24,42158059
27,42158059
24,42158061
27,42158061
32,42122778
33,42122778
32,42122805
33,42122805
32,42141900
33,42141900
32,42157489
33,42157489
32,42157516
33,42157516
37,42140824
38,42140824
37,42140835
38,42140835
37,42140854
38,42140854
37,42140271
38,42140271
37,42140842
38,42140842
37,42140863
38,42140863
40,42124121
50,42124121
40,42124132
50,42124132
40,42141203
50,42141203
40,42141204
50,42141204
40,42141206
50,42141206
40,42141209
50,42141209
40,42127526
50,42127526
40,42127527
50,42127527
40,42127528
50,42127528
40,42127529
50,42127529
40,42127530
50,42127530
40,42127531
50,42127531
40,42127532
50,42127532
40,42127533
50,42127533
40,42128396
50,42128396
40,42128397
50,42128397
40,42128398
50,42128398
40,42128399
50,42128399
40,42128400
50,42128400
40,42128401
50,42128401
40,42128402
50,42128402
40,42128403
50,42128403
40,42158779
50,42158779
40,42158789
50,42158789
40,42124102
50,42124102
40,42124105
50,42124105
40,42141205
50,42141205
40,42141207
50,42141207
40,42141208
50,42141208
40,42141210
50,42141210
40,42127525
50,42127525
40,42127534
50,42127534
40,42127535
50,42127535
40,42127536
50,42127536
40,42127537
50,42127537
40,42127538
50,42127538
40,42127539
50,42127539
40,42127540
50,42127540
40,42128395
50,42128395
40,42128404
50,42128404
40,42128405
50,42128405
40,42128406
50,42128406
40,42128407
50,42128407
40,42128408
50,42128408
40,42128409
50,42128409
40,42128410
50,42128410
40,42158760
50,42158760
40,42158763
50,42158763
441,41928327
442,41928327
441,41928330
442,41928330
441,41928338
442,41928338
441,41928339
442,41928339
441,41928348
442,41928348
441,41928356
442,41928356
441,41928361
442,41928361
441,41928366
442,41928366
441,41928373
442,41928373
441,41928377
442,41928377
441,41928378
442,41928378
441,41928382
442,41928382
441,41928383
442,41928383
441,41928385
442,41928385
441,41928388
442,41928388
441,41928394
442,41928394
441,41928395
442,41928395
441,41928402
442,41928402
441,41928409
442,41928409
441,41928414
442,41928414
441,41928422
442,41928422
441,41928432
442,41928432
441,41928442
442,41928442
441,41928446
442,41928446
441,41928451
442,41928451
441,41929845
442,41929845
441,41929848
442,41929848
441,41929856
442,41929856
441,41929857
442,41929857
441,41929866
442,41929866
441,41929874
442,41929874
441,41929879
442,41929879
441,41929884
442,41929884
441,41929891
442,41929891
441,41929895
442,41929895
441,41929896
442,41929896
441,41929900
442,41929900
441,41929901
442,41929901
441,41929903
442,41929903
441,41929906
442,41929906
441,41929912
442,41929912
441,41929913
442,41929913
441,41929920
442,41929920
441,41929927
442,41929927
441,41929932
442,41929932
441,41929940
442,41929940
441,41929950
442,41929950
441,41929960
442,41929960
441,41929964
442,41929964
441,41929969
442,41929969
441,41928333
442,41928333
441,41928345
442,41928345
441,41928350
442,41928350
441,41928352
442,41928352
441,41928354
442,41928354
441,41928358
442,41928358
441,41928359
442,41928359
441,41928362
442,41928362
441,41928368
442,41928368
441,41928370
442,41928370
441,41928372
442,41928372
441,41928374
442,41928374
441,41928386
442,41928386
441,41928389
442,41928389
441,41928393
442,41928393
441,41928399
442,41928399
441,41928405
442,41928405
441,41928407
442,41928407
441,41928408
442,41928408
441,41928411
442,41928411
441,41928412
442,41928412
441,41928415
442,41928415
441,41928419
442,41928419
441,41928427
442,41928427
441,41928440
442,41928440
441,41928445
442,41928445
441,41928449
442,41928449
441,41929851
442,41929851
441,41929863
442,41929863
441,41929868
442,41929868
441,41929870
442,41929870
441,41929872
442,41929872
441,41929876
442,41929876
441,41929877
442,41929877
441,41929880
442,41929880
441,41929886
442,41929886
441,41929888
442,41929888
441,41929890
442,41929890
441,41929892
442,41929892
441,41929904
442,41929904
441,41929907
442,41929907
441,41929911
442,41929911
441,41929917
442,41929917
441,41929923
442,41929923
441,41929925
442,41929925
441,41929926
442,41929926
441,41929929
442,41929929
441,41929930
442,41929930
441,41929933
442,41929933
441,41929937
442,41929937
441,41929945
442,41929945
441,41929958
442,41929958
441,41929963
442,41929963
441,41929967
442,41929967
62,41754084
76,41754084
62,41754086
76,41754086
62,41754088
76,41754088
62,41754090
76,41754090
62,41754092
76,41754092
62,41754094
76,41754094
62,41754096
76,41754096
62,41754098
76,41754098
62,41754100
76,41754100
62,41754102
76,41754102
62,41754104
76,41754104
62,41754106
76,41754106
62,41754085
76,41754085
62,41754087
76,41754087
62,41754089
76,41754089
62,41754091
76,41754091
62,41754093
76,41754093
62,41754095
76,41754095
62,41754097
76,41754097
62,41754099
76,41754099
62,41754101
76,41754101
62,41754103
76,41754103
62,41754105
76,41754105
62,41754107
76,41754107
72,41754151
75,41754151
72,41754664
75,41754664
72,41754667
75,41754667
72,41754669
75,41754669
72,41754671
75,41754671
72,41754673
75,41754673
72,41754675
75,41754675
72,41754677
75,41754677
72,41754679
75,41754679
72,41755134
75,41755134
72,41755747
75,41755747
72,41755749
75,41755749
72,41755751
75,41755751
72,41755753
75,41755753
72,41755755
75,41755755
72,41755757
75,41755757
72,41755759
75,41755759
72,41755761
75,41755761
72,41755763
75,41755763
72,41755765
75,41755765
72,41755767
75,41755767
72,41755769
75,41755769
72,41755771
75,41755771
72,41755773
75,41755773
72,41755775
75,41755775
72,41755777
75,41755777
72,41755779
75,41755779
72,41755781
75,41755781
72,41755783
75,41755783
72,41755785
75,41755785
72,41755787
75,41755787
72,41756327
75,41756327
72,41756940
75,41756940
72,41756942
75,41756942
72,41756944
75,41756944
72,41756946
75,41756946
72,41756948
75,41756948
72,41756950
75,41756950
72,41756952
75,41756952
72,41756954
75,41756954
72,41756956
75,41756956
72,41756958
75,41756958
72,41756960
75,41756960
72,41756962
75,41756962
72,41756964
75,41756964
72,41756966
75,41756966
72,41756968
75,41756968
72,41756970
75,41756970
72,41756972
75,41756972
72,41756974
75,41756974
72,41756976
75,41756976
72,41756978
75,41756978
72,41756980
75,41756980
72,41754152
75,41754152
72,41754666
75,41754666
72,41754668
75,41754668
72,41754670
75,41754670
72,41754672
75,41754672
72,41754674
75,41754674
72,41754676
75,41754676
72,41754678
75,41754678
72,41754680
75,41754680
72,41755135
75,41755135
72,41755746
75,41755746
72,41755748
75,41755748
72,41755750
75,41755750
72,41755752
75,41755752
72,41755754
75,41755754
72,41755756
75,41755756
72,41755758
75,41755758
72,41755760
75,41755760
72,41755762
75,41755762
72,41755764
75,41755764
72,41755766
75,41755766
72,41755768
75,41755768
72,41755770
75,41755770
72,41755772
75,41755772
72,41755774
75,41755774
72,41755776
75,41755776
72,41755778
75,41755778
72,41755780
75,41755780
72,41755782
75,41755782
72,41755784
75,41755784
72,41755786
75,41755786
72,41756328
75,41756328
72,41756939
75,41756939
72,41756941
75,41756941
72,41756943
75,41756943
72,41756945
75,41756945
72,41756947
75,41756947
72,41756949
75,41756949
72,41756951
75,41756951
72,41756953
75,41756953
72,41756955
75,41756955
72,41756957
75,41756957
72,41756959
75,41756959
72,41756961
75,41756961
72,41756963
75,41756963
72,41756965
75,41756965
72,41756967
75,41756967
72,41756969
75,41756969
72,41756971
75,41756971
72,41756973
75,41756973
72,41756975
75,41756975
72,41756977
75,41756977
72,41756979
75,41756979
741,42242381
742,42242381
743,42242381
741,42242383
742,42242383
743,42242383
741,42242384
742,42242384
743,42242384
741,42242957
742,42242957
743,42242957
741,42242958
742,42242958
743,42242958
741,42242959
742,42242959
743,42242959
741,42242960
742,42242960
743,42242960
741,42242961
742,42242961
743,42242961
741,42242962
742,42242962
743,42242962
741,42242963
742,42242963
743,42242963
741,42242972
742,42242972
743,42242972
741,42242973
742,42242973
743,42242973
741,42242974
742,42242974
743,42242974
741,42242978
742,42242978
743,42242978
741,42242979
742,42242979
743,42242979
741,42242980
742,42242980
743,42242980
741,42242981
742,42242981
743,42242981
741,42242986
742,42242986
743,42242986
741,42243034
742,42243034
743,42243034
741,42243167
742,42243167
743,42243167
741,42243169
742,42243169
743,42243169
741,42243171
742,42243171
743,42243171
741,42243173
742,42243173
743,42243173
741,42243214
742,42243214
743,42243214
741,42243215
742,42243215
743,42243215
741,42243217
742,42243217
743,42243217
741,42243219
742,42243219
743,42243219
741,42243250
742,42243250
743,42243250
741,42243322
742,42243322
743,42243322
741,42243323
742,42243323
743,42243323
741,42243386
742,42243386
743,42243386
741,42243387
742,42243387
743,42243387
741,42243389
742,42243389
743,42243389
741,42243391
742,42243391
743,42243391
741,42244286
742,42244286
743,42244286
741,42244287
742,42244287
743,42244287
741,42244288
742,42244288
743,42244288
741,42244289
742,42244289
743,42244289
741,42244290
742,42244290
743,42244290
741,42244291
742,42244291
743,42244291
741,42244292
742,42244292
743,42244292
741,42244311
742,42244311
743,42244311
741,42244312
742,42244312
743,42244312
741,42244313
742,42244313
743,42244313
741,42244314
742,42244314
743,42244314
741,42244315
742,42244315
743,42244315
741,42244316
742,42244316
743,42244316
741,42244317
742,42244317
743,42244317
741,42244318
742,42244318
743,42244318
741,42244319
742,42244319
743,42244319
741,42244320
742,42244320
743,42244320
741,42244321
742,42244321
743,42244321
741,42244322
742,42244322
743,42244322
741,42244323
742,42244323
743,42244323
741,42244324
742,42244324
743,42244324
741,42244325
742,42244325
743,42244325
741,42244326
742,42244326
743,42244326
741,42244337
742,42244337
743,42244337
741,42244338
742,42244338
743,42244338
741,42244339
742,42244339
743,42244339
741,42244340
742,42244340
743,42244340
741,42244341
742,42244341
743,42244341
741,42244342
742,42244342
743,42244342
741,42244343
742,42244343
743,42244343
741,42244354
742,42244354
743,42244354
741,42244355
742,42244355
743,42244355
741,42244356
742,42244356
743,42244356
741,42244357
742,42244357
743,42244357
741,42244358
742,42244358
743,42244358
741,42244359
742,42244359
743,42244359
741,42244360
742,42244360
743,42244360
741,42244361
742,42244361
743,42244361
741,42244362
742,42244362
743,42244362
741,42244366
742,42244366
743,42244366
741,42244367
742,42244367
743,42244367
741,42244377
742,42244377
743,42244377
741,42244378
742,42244378
743,42244378
741,42244379
742,42244379
743,42244379
741,42244380
742,42244380
743,42244380
741,42244381
742,42244381
743,42244381
741,42244382
742,42244382
743,42244382
741,42244383
742,42244383
743,42244383
741,42244384
742,42244384
743,42244384
741,42244385
742,42244385
743,42244385
741,42244412
742,42244412
743,42244412
741,42244431
742,42244431
743,42244431
741,42244459
742,42244459
743,42244459
741,42244524
742,42244524
743,42244524
741,42244543
742,42244543
743,42244543
741,42244559
742,42244559
743,42244559
741,42244562
742,42244562
743,42244562
741,42244589
742,42244589
743,42244589
741,42244592
742,42244592
743,42244592
741,42244631
742,42244631
743,42244631
741,42244635
742,42244635
743,42244635
741,42244842
742,42244842
743,42244842
741,42244894
742,42244894
743,42244894
741,42244903
742,42244903
743,42244903
741,42245452
742,42245452
743,42245452
741,42245498
742,42245498
743,42245498
741,42245499
742,42245499
743,42245499
741,42245500
742,42245500
743,42245500
741,42245501
742,42245501
743,42245501
741,42245502
742,42245502
743,42245502
741,42245503
742,42245503
743,42245503
741,42248137
742,42248137
743,42248137
741,42248138
742,42248138
743,42248138
741,42248139
742,42248139
743,42248139
741,42248140
742,42248140
743,42248140
741,42248141
742,42248141
743,42248141
741,42248142
742,42248142
743,42248142
741,42248143
742,42248143
743,42248143
741,42248162
742,42248162
743,42248162
741,42248163
742,42248163
743,42248163
741,42248164
742,42248164
743,42248164
741,42248165
742,42248165
743,42248165
741,42248166
742,42248166
743,42248166
741,42248167
742,42248167
743,42248167
741,42248168
742,42248168
743,42248168
741,42248169
742,42248169
743,42248169
741,42248170
742,42248170
743,42248170
741,42248171
742,42248171
743,42248171
741,42248172
742,42248172
743,42248172
741,42248173
742,42248173
743,42248173
741,42248174
742,42248174
743,42248174
741,42248175
742,42248175
743,42248175
741,42248176
742,42248176
743,42248176
741,42248177
742,42248177
743,42248177
741,42248188
742,42248188
743,42248188
741,42248189
742,42248189
743,42248189
741,42248190
742,42248190
743,42248190
741,42248191
742,42248191
743,42248191
741,42248192
742,42248192
743,42248192
741,42248193
742,42248193
743,42248193
741,42248194
742,42248194
743,42248194
741,42248205
742,42248205
743,42248205
741,42248206
742,42248206
743,42248206
741,42248207
742,42248207
743,42248207
741,42248208
742,42248208
743,42248208
741,42248209
742,42248209
743,42248209
741,42248210
742,42248210
743,42248210
741,42248211
742,42248211
743,42248211
741,42248212
742,42248212
743,42248212
741,42248213
742,42248213
743,42248213
741,42248217
742,42248217
743,42248217
741,42248218
742,42248218
743,42248218
741,42248228
742,42248228
743,42248228
741,42248229
742,42248229
743,42248229
741,42248230
742,42248230
743,42248230
741,42248231
742,42248231
743,42248231
741,42248232
742,42248232
743,42248232
741,42248233
742,42248233
743,42248233
741,42248234
742,42248234
743,42248234
741,42248235
742,42248235
743,42248235
741,42248236
742,42248236
743,42248236
741,42248263
742,42248263
743,42248263
741,42248282
742,42248282
743,42248282
741,42248310
742,42248310
743,42248310
741,42248375
742,42248375
743,42248375
741,42248394
742,42248394
743,42248394
741,42248410
742,42248410
743,42248410
741,42248413
742,42248413
743,42248413
741,42248440
742,42248440
743,42248440
741,42248443
742,42248443
743,42248443
741,42248482
742,42248482
743,42248482
741,42248486
742,42248486
743,42248486
741,42248693
742,42248693
743,42248693
741,42248745
742,42248745
743,42248745
741,42248754
742,42248754
743,42248754
741,42249303
742,42249303
743,42249303
741,42249349
742,42249349
743,42249349
741,42249350
742,42249350
743,42249350
741,42249351
742,42249351
743,42249351
741,42249352
742,42249352
743,42249352
741,42249353
742,42249353
743,42249353
741,42249354
742,42249354
743,42249354
741,42249693
742,42249693
743,42249693
741,42249983
742,42249983
743,42249983
741,42250165
742,42250165
743,42250165
741,42250166
742,42250166
743,42250166
741,42250167
742,42250167
743,42250167
741,42250168
742,42250168
743,42250168
741,42250169
742,42250169
743,42250169
741,42250170
742,42250170
743,42250170
741,42250171
742,42250171
743,42250171
741,42250172
742,42250172
743,42250172
741,42250173
742,42250173
743,42250173
741,42250174
742,42250174
743,42250174
741,42250175
742,42250175
743,42250175
741,42250176
742,42250176
743,42250176
741,42250177
742,42250177
743,42250177
741,42250178
742,42250178
743,42250178
741,42250179
742,42250179
743,42250179
741,42250180
742,42250180
743,42250180
741,42250181
742,42250181
743,42250181
741,42250289
742,42250289
743,42250289
741,42250310
742,42250310
743,42250310
741,42250430
742,42250430
743,42250430
741,42250434
742,42250434
743,42250434
741,42250435
742,42250435
743,42250435
741,42250438
742,42250438
743,42250438
741,42250439
742,42250439
743,42250439
741,42250446
742,42250446
743,42250446
741,42250464
742,42250464
743,42250464
741,42250669
742,42250669
743,42250669
741,42250726
742,42250726
743,42250726
741,42250783
742,42250783
743,42250783
741,42250808
742,42250808
743,42250808
741,42250820
742,42250820
743,42250820
741,42250859
742,42250859
743,42250859
741,42250912
742,42250912
743,42250912
741,42250917
742,42250917
743,42250917
741,42250943
742,42250943
743,42250943
741,42251464
742,42251464
743,42251464
741,42251465
742,42251465
743,42251465
741,42251466
742,42251466
743,42251466
741,42251467
742,42251467
743,42251467
741,42251468
742,42251468
743,42251468
741,42251469
742,42251469
743,42251469
741,42251470
742,42251470
743,42251470
741,42251479
742,42251479
743,42251479
741,42251480
742,42251480
743,42251480
741,42251481
742,42251481
743,42251481
741,42251485
742,42251485
743,42251485
741,42251486
742,42251486
743,42251486
741,42251487
742,42251487
743,42251487
741,42251488
742,42251488
743,42251488
741,42251493
742,42251493
743,42251493
741,42251541
742,42251541
743,42251541
741,42251674
742,42251674
743,42251674
741,42251676
742,42251676
743,42251676
741,42251678
742,42251678
743,42251678
741,42251680
742,42251680
743,42251680
741,42251749
742,42251749
743,42251749
741,42251821
742,42251821
743,42251821
741,42251822
742,42251822
743,42251822
741,42251885
742,42251885
743,42251885
741,42251886
742,42251886
743,42251886
741,42251888
742,42251888
743,42251888
741,42251890
742,42251890
743,42251890
741,42252148
742,42252148
743,42252148
741,42252176
742,42252176
743,42252176
741,42252195
742,42252195
743,42252195
741,42252207
742,42252207
743,42252207
741,42252240
742,42252240
743,42252240
741,42252264
742,42252264
743,42252264
741,42252302
742,42252302
743,42252302
741,42252309
742,42252309
743,42252309
741,42252422
742,42252422
743,42252422
741,42252428
742,42252428
743,42252428
741,42252437
742,42252437
743,42252437
741,42253142
742,42253142
743,42253142
741,42253143
742,42253143
743,42253143
741,42253144
742,42253144
743,42253144
741,42253145
742,42253145
743,42253145
741,42253146
742,42253146
743,42253146
741,42253147
742,42253147
743,42253147
741,42253148
742,42253148
743,42253148
741,42253167
742,42253167
743,42253167
741,42253168
742,42253168
743,42253168
741,42253169
742,42253169
743,42253169
741,42253170
742,42253170
743,42253170
741,42253171
742,42253171
743,42253171
741,42253172
742,42253172
743,42253172
741,42253173
742,42253173
743,42253173
741,42253174
742,42253174
743,42253174
741,42253175
742,42253175
743,42253175
741,42253176
742,42253176
743,42253176
741,42253177
742,42253177
743,42253177
741,42253178
742,42253178
743,42253178
741,42253179
742,42253179
743,42253179
741,42253180
742,42253180
743,42253180
741,42253181
742,42253181
743,42253181
741,42253182
742,42253182
743,42253182
741,42253193
742,42253193
743,42253193
741,42253194
742,42253194
743,42253194
741,42253195
742,42253195
743,42253195
741,42253196
742,42253196
743,42253196
741,42253197
742,42253197
743,42253197
741,42253198
742,42253198
743,42253198
741,42253199
742,42253199
743,42253199
741,42253210
742,42253210
743,42253210
741,42253211
742,42253211
743,42253211
741,42253212
742,42253212
743,42253212
741,42253213
742,42253213
743,42253213
741,42253214
742,42253214
743,42253214
741,42253215
742,42253215
743,42253215
741,42253216
742,42253216
743,42253216
741,42253217
742,42253217
743,42253217
741,42253218
742,42253218
743,42253218
741,42253222
742,42253222
743,42253222
741,42253223
742,42253223
743,42253223
741,42253233
742,42253233
743,42253233
741,42253234
742,42253234
743,42253234
741,42253235
742,42253235
743,42253235
741,42253236
742,42253236
743,42253236
741,42253237
742,42253237
743,42253237
741,42253238
742,42253238
743,42253238
741,42253239
742,42253239
743,42253239
741,42253240
742,42253240
743,42253240
741,42253241
742,42253241
743,42253241
741,42253268
742,42253268
743,42253268
741,42253287
742,42253287
743,42253287
741,42253315
742,42253315
743,42253315
741,42253380
742,42253380
743,42253380
741,42253399
742,42253399
743,42253399
741,42253415
742,42253415
743,42253415
741,42253418
742,42253418
743,42253418
741,42253445
742,42253445
743,42253445
741,42253448
742,42253448
743,42253448
741,42253487
742,42253487
743,42253487
741,42253491
742,42253491
743,42253491
741,42253698
742,42253698
743,42253698
741,42253750
742,42253750
743,42253750
741,42253759
742,42253759
743,42253759
741,42253894
742,42253894
743,42253894
741,42253917
742,42253917
743,42253917
741,42253945
742,42253945
743,42253945
741,42253983
742,42253983
743,42253983
741,42253999
742,42253999
743,42253999
741,42254059
742,42254059
743,42254059
741,42254110
742,42254110
743,42254110
741,42254679
742,42254679
743,42254679
741,42254969
742,42254969
743,42254969
741,42255151
742,42255151
743,42255151
741,42255152
742,42255152
743,42255152
741,42255153
742,42255153
743,42255153
741,42255154
742,42255154
743,42255154
741,42255155
742,42255155
743,42255155
741,42255156
742,42255156
743,42255156
741,42255157
742,42255157
743,42255157
741,42255158
742,42255158
743,42255158
741,42255159
742,42255159
743,42255159
741,42255160
742,42255160
743,42255160
741,42255161
742,42255161
743,42255161
741,42255162
742,42255162
743,42255162
741,42255163
742,42255163
743,42255163
741,42255164
742,42255164
743,42255164
741,42255165
742,42255165
743,42255165
741,42255166
742,42255166
743,42255166
741,42255167
742,42255167
743,42255167
741,42255261
742,42255261
743,42255261
741,42255309
742,42255309
743,42255309
741,42255332
742,42255332
743,42255332
741,42255360
742,42255360
743,42255360
741,42255399
742,42255399
743,42255399
741,42255494
742,42255494
743,42255494
741,42255515
742,42255515
743,42255515
741,42255635
742,42255635
743,42255635
741,42255639
742,42255639
743,42255639
741,42255640
742,42255640
743,42255640
741,42255643
742,42255643
743,42255643
741,42255644
742,42255644
743,42255644
741,42255651
742,42255651
743,42255651
741,42255669
742,42255669
743,42255669
741,42256037
742,42256037
743,42256037
741,42256039
742,42256039
743,42256039
741,42256040
742,42256040
743,42256040
741,42256613
742,42256613
743,42256613
741,42256614
742,42256614
743,42256614
741,42256615
742,42256615
743,42256615
741,42256616
742,42256616
743,42256616
741,42256617
742,42256617
743,42256617
741,42256618
742,42256618
743,42256618
741,42256619
742,42256619
743,42256619
741,42256628
742,42256628
743,42256628
741,42256629
742,42256629
743,42256629
741,42256630
742,42256630
743,42256630
741,42256634
742,42256634
743,42256634
741,42256635
742,42256635
743,42256635
741,42256636
742,42256636
743,42256636
741,42256637
742,42256637
743,42256637
741,42256642
742,42256642
743,42256642
741,42256690
742,42256690
743,42256690
741,42256823
742,42256823
743,42256823
741,42256825
742,42256825
743,42256825
741,42256827
742,42256827
743,42256827
741,42256829
742,42256829
743,42256829
741,42256870
742,42256870
743,42256870
741,42256871
742,42256871
743,42256871
741,42256873
742,42256873
743,42256873
741,42256875
742,42256875
743,42256875
741,42256906
742,42256906
743,42256906
741,42256978
742,42256978
743,42256978
741,42256979
742,42256979
743,42256979
741,42257042
742,42257042
743,42257042
741,42257043
742,42257043
743,42257043
