from_stop_id,to_stop_id,transfer_type,min_transfer_time,min_walk_time,min_wheelchair_time,suggested_buffer_time,wheelchair_transfer,from_trip_id,to_trip_id
81317,41391,0,,,,,1,,
81317,place-nuniv,0,,,,,1,,
93,79,0,,,,,1,,
93,place-hymnl,0,,,,,1,,
9326,place-ogmnl,0,,,,,1,,
9434,1807,0,,,,,1,,
9434,place-fenwy,0,,,,,1,,
place-bbsta,11384,0,,,,,1,,
place-bbsta,176,0,,,,,1,,
place-bcnwa,1276,0,,,,,1,,
place-bcnwa,1292,0,,,,,1,,
place-bmmnl,5810,0,,,,,1,,
place-bmmnl,5819,0,,,,,1,,
place-brdwy,150,0,,,,,1,,
place-brdwy,151,0,,,,,1,,
place-cntsq,102,0,,,,,1,,
place-cntsq,1060,0,,,,,1,,
place-cntsq,1123,0,,,,,1,,
place-cntsq,72,0,,,,,1,,
place-cool,1308,0,,,,,1,,
place-cool,1372,0,,,,,1,,
place-fenwy,1807,0,,,,,1,,
place-fenwy,9434,0,,,,,1,,
place-gover,4510,0,,,,,1,,
place-hsmnl,1761,0,,,,,1,,
place-hymnl,79,0,,,,,1,,
place-hymnl,93,0,,,,,1,,
place-knncl,2231,0,,,,,1,,
place-masta,187,0,,,,,1,,
place-masta,188,0,,,,,1,,
place-north,113,0,,,,,1,,
place-north,114,0,,,,,1,,
place-nuniv,41391,0,,,,,1,,
place-nuniv,81317,0,,,,,1,,
place-ogmnl,9326,0,,,,,1,,
place-portr,23151,0,,,,,1,,
place-portr,2430,0,,,,,1,,
place-qnctr,32000,0,,,,,1,,
place-rcmnl,1258,0,,,,,1,,
place-rcmnl,1323,0,,,,,1,,
place-state,65,0,,,,,1,,
place-tumnl,49002,0,,,,,1,,
place-tumnl,6565,0,,,,,1,,
place-wondl,15778,0,,,,,1,,
10642,10642,1,,,,,,45523722_1,45523722_2
13,13,1,,,,,,45683681_1,45683681_2
17861,17861,1,,,,,,45694915_1,45694915_2
1807,70186,1,,,,,,45804948-20:45-FenwayNewtonHighlands1,45804948-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804961-20:45-FenwayNewtonHighlands1,45804961-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804962-20:45-FenwayNewtonHighlands1,45804962-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804966-20:45-FenwayNewtonHighlands1,45804966-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804971-20:45-FenwayNewtonHighlands1,45804971-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804980-20:45-FenwayNewtonHighlands1,45804980-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804992-20:45-FenwayNewtonHighlands1,45804992-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804993-20:45-FenwayNewtonHighlands1,45804993-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45804996-20:45-FenwayNewtonHighlands1,45804996-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805013-20:45-FenwayNewtonHighlands1,45805013-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805022-20:45-FenwayNewtonHighlands1,45805022-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805024-20:45-FenwayNewtonHighlands1,45805024-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805026-20:45-FenwayNewtonHighlands1,45805026-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805028-20:45-FenwayNewtonHighlands1,45805028-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805036-20:45-FenwayNewtonHighlands1,45805036-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805039-20:45-FenwayNewtonHighlands1,45805039-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805040-20:45-FenwayNewtonHighlands1,45805040-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805051-20:45-FenwayNewtonHighlands1,45805051-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45805052-20:45-FenwayNewtonHighlands1,45805052-20:45-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807802-FenwayNewtonHighlands1,45807802-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807803-FenwayNewtonHighlands1,45807803-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807823-FenwayNewtonHighlands1,45807823-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807824-FenwayNewtonHighlands1,45807824-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807825-FenwayNewtonHighlands1,45807825-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807826-FenwayNewtonHighlands1,45807826-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807827-FenwayNewtonHighlands1,45807827-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807830-FenwayNewtonHighlands1,45807830-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808829-FenwayNewtonHighlands1,45808829-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808830-FenwayNewtonHighlands1,45808830-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808831-FenwayNewtonHighlands1,45808831-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808832-FenwayNewtonHighlands1,45808832-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808833-FenwayNewtonHighlands1,45808833-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808834-FenwayNewtonHighlands1,45808834-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808835-FenwayNewtonHighlands1,45808835-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808836-FenwayNewtonHighlands1,45808836-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808837-FenwayNewtonHighlands1,45808837-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808838-FenwayNewtonHighlands1,45808838-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808839-FenwayNewtonHighlands1,45808839-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808840-FenwayNewtonHighlands1,45808840-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808841-FenwayNewtonHighlands1,45808841-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808842-FenwayNewtonHighlands1,45808842-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808843-FenwayNewtonHighlands1,45808843-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808844-FenwayNewtonHighlands1,45808844-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808845-FenwayNewtonHighlands1,45808845-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808846-FenwayNewtonHighlands1,45808846-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808847-FenwayNewtonHighlands1,45808847-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808848-FenwayNewtonHighlands1,45808848-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808849-FenwayNewtonHighlands1,45808849-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808850-FenwayNewtonHighlands1,45808850-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808851-FenwayNewtonHighlands1,45808851-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808852-FenwayNewtonHighlands1,45808852-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808853-FenwayNewtonHighlands1,45808853-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808854-FenwayNewtonHighlands1,45808854-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808855-FenwayNewtonHighlands1,45808855-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808856-FenwayNewtonHighlands1,45808856-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808857-FenwayNewtonHighlands1,45808857-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808858-FenwayNewtonHighlands1,45808858-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808859-FenwayNewtonHighlands1,45808859-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808860-FenwayNewtonHighlands1,45808860-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808861-FenwayNewtonHighlands1,45808861-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808862-FenwayNewtonHighlands1,45808862-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808863-FenwayNewtonHighlands1,45808863-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808864-FenwayNewtonHighlands1,45808864-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808865-FenwayNewtonHighlands1,45808865-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808866-FenwayNewtonHighlands1,45808866-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808867-FenwayNewtonHighlands1,45808867-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808868-FenwayNewtonHighlands1,45808868-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808869-FenwayNewtonHighlands1,45808869-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808870-FenwayNewtonHighlands1,45808870-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808871-FenwayNewtonHighlands1,45808871-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808872-FenwayNewtonHighlands1,45808872-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808873-FenwayNewtonHighlands1,45808873-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808874-FenwayNewtonHighlands1,45808874-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808875-FenwayNewtonHighlands1,45808875-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808876-FenwayNewtonHighlands1,45808876-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808877-FenwayNewtonHighlands1,45808877-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808878-FenwayNewtonHighlands1,45808878-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808879-FenwayNewtonHighlands1,45808879-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808880-FenwayNewtonHighlands1,45808880-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808881-FenwayNewtonHighlands1,45808881-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808882-FenwayNewtonHighlands1,45808882-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808883-FenwayNewtonHighlands1,45808883-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808884-FenwayNewtonHighlands1,45808884-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808885-FenwayNewtonHighlands1,45808885-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808886-FenwayNewtonHighlands1,45808886-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808887-FenwayNewtonHighlands1,45808887-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808888-FenwayNewtonHighlands1,45808888-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808889-FenwayNewtonHighlands1,45808889-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808890-FenwayNewtonHighlands1,45808890-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808891-FenwayNewtonHighlands1,45808891-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808892-FenwayNewtonHighlands1,45808892-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808893-FenwayNewtonHighlands1,45808893-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808894-FenwayNewtonHighlands1,45808894-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808895-FenwayNewtonHighlands1,45808895-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808896-FenwayNewtonHighlands1,45808896-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808897-FenwayNewtonHighlands1,45808897-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808898-FenwayNewtonHighlands1,45808898-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808899-FenwayNewtonHighlands1,45808899-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808900-FenwayNewtonHighlands1,45808900-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808901-FenwayNewtonHighlands1,45808901-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808902-FenwayNewtonHighlands1,45808902-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808903-FenwayNewtonHighlands1,45808903-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808904-FenwayNewtonHighlands1,45808904-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808905-FenwayNewtonHighlands1,45808905-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808906-FenwayNewtonHighlands1,45808906-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808907-FenwayNewtonHighlands1,45808907-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808908-FenwayNewtonHighlands1,45808908-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808909-FenwayNewtonHighlands1,45808909-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808910-FenwayNewtonHighlands1,45808910-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808911-FenwayNewtonHighlands1,45808911-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808912-FenwayNewtonHighlands1,45808912-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808913-FenwayNewtonHighlands1,45808913-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808914-FenwayNewtonHighlands1,45808914-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808939-FenwayNewtonHighlands1,45808939-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808940-FenwayNewtonHighlands1,45808940-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808941-FenwayNewtonHighlands1,45808941-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808942-FenwayNewtonHighlands1,45808942-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808943-FenwayNewtonHighlands1,45808943-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808944-FenwayNewtonHighlands1,45808944-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808945-FenwayNewtonHighlands1,45808945-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808946-FenwayNewtonHighlands1,45808946-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808947-FenwayNewtonHighlands1,45808947-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808948-FenwayNewtonHighlands1,45808948-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808949-FenwayNewtonHighlands1,45808949-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808950-FenwayNewtonHighlands1,45808950-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808951-FenwayNewtonHighlands1,45808951-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808952-FenwayNewtonHighlands1,45808952-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808953-FenwayNewtonHighlands1,45808953-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808954-FenwayNewtonHighlands1,45808954-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808955-FenwayNewtonHighlands1,45808955-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808956-FenwayNewtonHighlands1,45808956-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808957-FenwayNewtonHighlands1,45808957-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808958-FenwayNewtonHighlands1,45808958-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808959-FenwayNewtonHighlands1,45808959-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808960-FenwayNewtonHighlands1,45808960-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808961-FenwayNewtonHighlands1,45808961-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808962-FenwayNewtonHighlands1,45808962-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808963-FenwayNewtonHighlands1,45808963-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808964-FenwayNewtonHighlands1,45808964-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808965-FenwayNewtonHighlands1,45808965-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808966-FenwayNewtonHighlands1,45808966-FenwayNewtonHighlands2
1807,70186,1,,,,,,45808967-FenwayNewtonHighlands1,45808967-FenwayNewtonHighlands2
1807,70186,1,,,,,,45806521-FenwayNewtonHighlands1,45806521-FenwayNewtonHighlands2
1807,70186,1,,,,,,45806522-FenwayNewtonHighlands1,45806522-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807164-FenwayNewtonHighlands1,45807164-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807166-FenwayNewtonHighlands1,45807166-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807170-FenwayNewtonHighlands1,45807170-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807171-FenwayNewtonHighlands1,45807171-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807186-FenwayNewtonHighlands1,45807186-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807205-FenwayNewtonHighlands1,45807205-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807208-FenwayNewtonHighlands1,45807208-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807212-FenwayNewtonHighlands1,45807212-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807213-FenwayNewtonHighlands1,45807213-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807214-FenwayNewtonHighlands1,45807214-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807218-FenwayNewtonHighlands1,45807218-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807225-FenwayNewtonHighlands1,45807225-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807226-FenwayNewtonHighlands1,45807226-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807227-FenwayNewtonHighlands1,45807227-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807228-FenwayNewtonHighlands1,45807228-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807229-FenwayNewtonHighlands1,45807229-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807230-FenwayNewtonHighlands1,45807230-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807231-FenwayNewtonHighlands1,45807231-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807232-FenwayNewtonHighlands1,45807232-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807242-FenwayNewtonHighlands1,45807242-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807248-FenwayNewtonHighlands1,45807248-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807249-FenwayNewtonHighlands1,45807249-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807250-FenwayNewtonHighlands1,45807250-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807251-FenwayNewtonHighlands1,45807251-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807252-FenwayNewtonHighlands1,45807252-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807253-FenwayNewtonHighlands1,45807253-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807254-FenwayNewtonHighlands1,45807254-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807255-FenwayNewtonHighlands1,45807255-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807256-FenwayNewtonHighlands1,45807256-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807257-FenwayNewtonHighlands1,45807257-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807258-FenwayNewtonHighlands1,45807258-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807259-FenwayNewtonHighlands1,45807259-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807260-FenwayNewtonHighlands1,45807260-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807261-FenwayNewtonHighlands1,45807261-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807262-FenwayNewtonHighlands1,45807262-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807263-FenwayNewtonHighlands1,45807263-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807264-FenwayNewtonHighlands1,45807264-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807265-FenwayNewtonHighlands1,45807265-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807266-FenwayNewtonHighlands1,45807266-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807267-FenwayNewtonHighlands1,45807267-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807268-FenwayNewtonHighlands1,45807268-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807269-FenwayNewtonHighlands1,45807269-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807270-FenwayNewtonHighlands1,45807270-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807271-FenwayNewtonHighlands1,45807271-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807272-FenwayNewtonHighlands1,45807272-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807273-FenwayNewtonHighlands1,45807273-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807274-FenwayNewtonHighlands1,45807274-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807275-FenwayNewtonHighlands1,45807275-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807276-FenwayNewtonHighlands1,45807276-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807277-FenwayNewtonHighlands1,45807277-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807278-FenwayNewtonHighlands1,45807278-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807279-FenwayNewtonHighlands1,45807279-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807280-FenwayNewtonHighlands1,45807280-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807281-FenwayNewtonHighlands1,45807281-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807282-FenwayNewtonHighlands1,45807282-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807283-FenwayNewtonHighlands1,45807283-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807284-FenwayNewtonHighlands1,45807284-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807285-FenwayNewtonHighlands1,45807285-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807286-FenwayNewtonHighlands1,45807286-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807287-FenwayNewtonHighlands1,45807287-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807288-FenwayNewtonHighlands1,45807288-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807289-FenwayNewtonHighlands1,45807289-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807290-FenwayNewtonHighlands1,45807290-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807291-FenwayNewtonHighlands1,45807291-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807292-FenwayNewtonHighlands1,45807292-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807293-FenwayNewtonHighlands1,45807293-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807294-FenwayNewtonHighlands1,45807294-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807295-FenwayNewtonHighlands1,45807295-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807296-FenwayNewtonHighlands1,45807296-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807297-FenwayNewtonHighlands1,45807297-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807298-FenwayNewtonHighlands1,45807298-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807299-FenwayNewtonHighlands1,45807299-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807300-FenwayNewtonHighlands1,45807300-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807301-FenwayNewtonHighlands1,45807301-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807302-FenwayNewtonHighlands1,45807302-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807303-FenwayNewtonHighlands1,45807303-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807304-FenwayNewtonHighlands1,45807304-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807305-FenwayNewtonHighlands1,45807305-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807306-FenwayNewtonHighlands1,45807306-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807333-FenwayNewtonHighlands1,45807333-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807334-FenwayNewtonHighlands1,45807334-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807335-FenwayNewtonHighlands1,45807335-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807336-FenwayNewtonHighlands1,45807336-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807337-FenwayNewtonHighlands1,45807337-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807338-FenwayNewtonHighlands1,45807338-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807339-FenwayNewtonHighlands1,45807339-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807340-FenwayNewtonHighlands1,45807340-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807341-FenwayNewtonHighlands1,45807341-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807342-FenwayNewtonHighlands1,45807342-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807343-FenwayNewtonHighlands1,45807343-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807344-FenwayNewtonHighlands1,45807344-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807345-FenwayNewtonHighlands1,45807345-FenwayNewtonHighlands2
1807,70186,1,,,,,,45807346-FenwayNewtonHighlands1,45807346-FenwayNewtonHighlands2
