route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,trip_route_type,bikes_allowed
Boat-F4,Boat-F4-Weekday,Boat-F4-1545-Long-Weekday,Charlestown Navy Yard,,0,B-33,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1600-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1615-Long-Weekday,Charlestown Navy Yard,,0,B-33,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1630-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1645-Long-Weekday,Charlestown Navy Yard,,0,B-33,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1700-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1715-Long-Weekday,Charlestown Navy Yard,,0,B-33,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1730-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1745-Long-Weekday,Charlestown Navy Yard,,0,B-33,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1800-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1815-Long-Weekday,Charlestown Navy Yard,,0,B-33,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1830-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1900-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1930-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-2000-Long-Weekday,Charlestown Navy Yard,,0,B-32,b0017,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0645-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0700-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0715-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0730-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0745-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0800-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0815-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0830-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0845-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0900-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0915-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-0945-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1015-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1045-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1115-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1145-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1215-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1245-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1315-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1345-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1415-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1445-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1515-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1545-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1600-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1615-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1630-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1645-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1700-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1715-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1730-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1745-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1800-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1815-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1830-Charlestown-Weekday,Boston-Long Wharf,,1,B-33,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1845-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1915-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-1945-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F4,Boat-F4-Weekday,Boat-F4-2015-Charlestown-Weekday,Boston-Long Wharf,,1,B-32,b0018,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0625-Long-Weekday,Hull via Logan Airport,,0,B-01,b0022,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0650-Rowes-Weekday,Hingham,,0,B-02,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0715-Rowes-Weekday,Hingham,,0,B-03,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0725-Long-Weekday,Hull via Logan Airport,,0,B-04,b0022,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0735-Rowes-Weekday,Hingham,,0,B-05,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0800-Long-Weekday,Hull,,0,B-06,b0002,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0800-Rowes-Weekday,Hingham,,0,B-01,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0830-Long-Weekday,Hull,,0,B-02,b0002,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0830-Rowes-Weekday,Hingham,,0,B-04,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0910-Long-Weekday,Hingham via Logan Airport,,0,B-01,b0008,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1000-Rowes-Weekday,Hingham,,0,B-07,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1100-Long-Weekday,Hingham via Logan Airport & Hull,,0,B-08,b0006,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1215-Long-Weekday,Hingham,,0,B-09,b0012,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1300-Long-Weekday,Hingham via Hull,,0,B-08,b0010,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1330-Rowes-Weekday,Hingham,,0,B-10,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1400-Long-Weekday,Hingham,,0,B-09,b0012,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1440-Long-Weekday,Hingham via Hull,,0,B-08,b0010,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1525-Rowes-Weekday,Hingham,,0,B-10,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1540-Long-Weekday,Hingham via Hull,,0,B-11,b0001,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1600-Rowes-Weekday,Hingham,,0,B-12,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1630-Long-Weekday,Hingham via Hull,,0,B-08,b0001,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1630-Rowes-Weekday,Hingham,,0,B-13,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1700-Rowes-Weekday,Hingham,,0,B-10,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1720-Rowes-Weekday,Hingham,,0,B-14,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1730-Long-Weekday,Hull,,0,B-11,b0002,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1740-Rowes-Weekday,Hingham,,0,B-13,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1800-Rowes-Weekday,Hingham,,0,B-15,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1805-Long-Weekday,Hingham via Hull,,0,B-08,b0001,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1830-Rowes-Weekday,Hingham,,0,B-10,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1840-Long-Weekday,Hingham via Hull,,0,B-11,b0001,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1900-Rowes-Weekday,Hingham,,0,B-14,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1930-Rowes-Weekday,Hingham,,0,B-15,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1935-Long-Weekday,Hingham via Logan Airport,,0,B-08,b0008,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-2015-Long-Weekday,Hingham via Hull,,0,B-11,b0001,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-2030-Rowes-Weekday,Hingham,,0,B-14,b0014,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-2110-Long-Weekday,Hingham via Logan Airport & Hull,,0,B-08,b0006,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-2150-Long-Weekday,Hingham via Logan Airport,,0,B-11,b0008,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0540-Hingham-Weekday,Boston-Long Wharf via Hull,,1,B-01,b0016,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0600-Hingham-Weekday,Boston-Rowes Wharf,,1,B-02,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0630-Hingham-Weekday,Boston-Rowes Wharf,,1,B-03,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0640-Hingham-Weekday,Boston-Long Wharf via Hull,,1,B-04,b0016,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0650-Hingham-Weekday,Boston-Rowes Wharf,,1,B-05,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0715-Hingham-Weekday,Boston-Rowes Wharf,,1,B-06,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0730-Hull-Weekday,Boston-Long Wharf,,1,B-01,b0003,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0745-Hingham-Weekday,Boston-Rowes Wharf,,1,B-02,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0800-Hingham-Weekday,Boston-Rowes Wharf,,1,B-03,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0805-Hull-Weekday,Boston-Long Wharf,,1,B-04,b0003,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0820-Hingham-Weekday,Boston-Rowes Wharf,,1,B-05,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0840-Hull-Weekday,Boston-Long Wharf,,1,B-01,b0003,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0845-Hingham-Weekday,Boston-Rowes Wharf,,1,B-06,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0905-Hull-Weekday,Boston-Long Wharf,,1,B-04,b0003,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-0915-Hingham-Weekday,Boston-Rowes Wharf,,1,B-02,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1000-Hingham-Weekday,Boston-Long Wharf via Logan Airport,,1,B-01,b0020,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1100-Hingham-Weekday,Boston-Rowes Wharf,,1,B-07,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1200-Hingham-Weekday,Boston-Long Wharf via Logan Airport,,1,B-08,b0020,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1300-Hingham-Weekday,Boston-Long Wharf via Hull & Logan Airport,,1,B-09,b0007,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1400-Hingham-Weekday,Boston-Long Wharf,,1,B-08,b0013,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1430-Hingham-Weekday,Boston-Rowes Wharf,,1,B-10,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1500-Hingham-Weekday,Boston-Long Wharf,,1,B-11,b0013,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1545-Hingham-Weekday,Boston-Long Wharf via Logan Airport,,1,B-08,b0009,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1610-Hingham-Weekday,Boston-Rowes Wharf,,1,B-10,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1630-Hingham-Weekday,Boston-Long Wharf via Logan Airport,,1,B-11,b0009,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1645-Hingham-Weekday,Boston-Rowes Wharf,,1,B-12,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1705-Hingham-Weekday,Boston-Rowes Wharf,,1,B-13,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1715-Hingham-Weekday,Boston-Long Wharf via Logan Airport,,1,B-08,b0009,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1745-Hingham-Weekday,Boston-Rowes Wharf,,1,B-10,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1805-Hull-Weekday,Boston-Long Wharf,,1,B-11,b0003,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1810-Hingham-Weekday,Boston-Rowes Wharf,,1,B-14,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1840-Hingham-Weekday,Boston-Rowes Wharf,,1,B-15,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1855-Hingham-Weekday,Boston-Long Wharf,,1,B-08,b0013,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1930-Hingham-Weekday,Boston-Long Wharf via Logan Airport,,1,B-11,b0009,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-1940-Hingham-Weekday,Boston-Rowes Wharf,,1,B-14,b0015,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-2030-Hingham-Weekday,Boston-Long Wharf,,1,B-08,b0013,1,,
Boat-F1,Boat-F1-Weekday,Boat-F1-2100-Hingham-Weekday,Boston-Long Wharf,,1,B-11,b0013,1,,
57,BUS12019-hba19011-Weekday-02,39424368,Kenmore,,1,A57-15,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424369,Kenmore,,1,A57-13,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424370,Kenmore,,1,A57-12,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424371,Kenmore,,1,A57-16,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424372,Kenmore,,1,A505-111,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424373,Kenmore,,1,A57-13,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424374,Kenmore,,1,A65-43,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424713,Kenmore,,1,A57-11,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424714,Kenmore,,1,A57-16,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424715,Kenmore,,1,A57-12,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424722,Kenmore,,1,A57-11,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424723,Kenmore,,1,A57-9,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424745,Kenmore,,1,A57-8,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424746,Kenmore,,1,A57-18,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424747,Kenmore,,1,A502-75,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424748,Kenmore,,1,A57-8,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424749,Kenmore,,1,A57-18,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424750,Kenmore,,1,A57-16,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424751,Kenmore,,1,A57-14,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424752,Kenmore,,1,A57-13,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424753,Kenmore,,1,A57-12,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424754,Kenmore,,1,A57-11,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424755,Kenmore,,1,A57-9,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424756,Kenmore,,1,A57-8,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424757,Kenmore,,1,A57-18,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424758,Kenmore,,1,A57-16,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424759,Kenmore,,1,A57-14,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424760,Kenmore,,1,A57-15,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39424761,Kenmore,,1,A57-13,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425205,Kenmore,,1,A502-68,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425206,Kenmore,,1,A504-83,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425207,Kenmore,,1,A505-99,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425208,Kenmore,,1,A502-68,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425209,Kenmore,,1,A57-7,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425210,Kenmore,,1,A57-10,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425211,Kenmore,,1,A504-83,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425212,Kenmore,,1,A505-99,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425213,Kenmore,,1,A57-17,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425214,Kenmore,,1,A57-18,570090,1,,1
57,BUS12019-hba19011-Weekday-02,39425215,Kenmore,,1,A57-19,570090,1,,1
